Setting,Seed,Modes,High-Quality Samples,Reverse KL
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,12,0.3365,0.20830886963799186
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,16,0.3155,0.19478219237399624
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,10,0.372,0.521414895867162
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,14,0.4845,0.44670239986886107
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,19,0.325,0.039659448256466556
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,17,0.3255,0.22225497516069045
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,7,0.344,0.5585208201004147
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,12,0.293,0.34722024599362344
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,8,0.2675,0.39901234235686983
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,19,0.444,0.18642630253727394
alpha-1.2_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,16,0.3745,0.1886881870136393
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,6,0.279,0.7647796087190447
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,13,0.3725,0.32725510785774575
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,5,0.1525,0.633887460015913
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,6,0.243,0.8102311420831617
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,7,0.2965,0.5654999393844463
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,7,0.19,0.34479258080219827
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,19,0.3925,0.1968564516071789
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,8,0.1485,0.41665775157121215
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,21,0.4705,0.14960769905778956
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,19,0.3925,0.09185160045206053
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,12,0.3105,0.2760812661324538
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,8,0.3,0.34742005709549395
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,5,0.1705,0.6041468901780331
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,9,0.331,0.58078570127026
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,14,0.2875,0.1980690832314333
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,12,0.23,0.344286626754865
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,9,0.193,0.40500639253452364
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,9,0.352,0.6544579468432711
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,6,0.1725,0.40242410203109774
alpha-1.5_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,12,0.2315,0.39667877310132466
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,11,0.324,0.47750434433036376
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,7,0.2265,0.5766905283672726
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,8,0.2765,0.7139765960934117
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,5,0.2305,0.9828050357414116
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,7,0.345,0.7856400607660761
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,6,0.192,0.5618495804213949
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,8,0.245,0.4188280106501677
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,7,0.174,0.6686999756745424
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,6,0.188,0.42426854682137477
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,5,0.2165,0.523748206281851
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,6,0.174,0.4775807557625751
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,4,0.168,0.7023282576954388
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,11,0.256,0.33896612949729926
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,6,0.225,0.6344817448507852
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,8,0.299,0.613093947688408
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,6,0.147,0.9029184398497742
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,10,0.2605,0.4138819942676457
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,11,0.2925,0.30920752223414877
alpha-2.0_dlayers-1_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,9,0.216,0.41162885960227463
alpha-1.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,21,9,0.2255,0.4985560053026294
alpha-1.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,24,3,0.1375,0.71570202183151
alpha-1.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,22,10,0.234,0.46081431643668397
alpha-0.8_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,25,6,0.2735,0.4963146549866008
alpha-1.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,23,9,0.2125,0.7695758508018706
alpha-0.8_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,26,11,0.345,0.5062723240902723
alpha-0.9_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,29,5,0.1235,0.3918972993714998
alpha-0.8_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,27,6,0.1665,0.5544295331095166
alpha-0.8_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,28,7,0.1775,0.44420965878028296
alpha-0.9_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,27,5,0.1425,0.1237403917092082
alpha-0.9_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,28,5,0.132,0.7747851213685198
alpha-0.9_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,23,4,0.098,0.635678570647717
alpha-0.9_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,30,5,0.1695,0.5059105818274812
alpha-0.8_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,30,12,0.2965,0.2547328834402906
alpha-0.9_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,22,6,0.222,0.531104840967567
alpha-0.9_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,24,4,0.113,1.0277497666501596
alpha-0.9_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,25,8,0.1595,0.7342085130037457
alpha-0.9_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,26,7,0.2055,0.5027860734265741
alpha-0.9_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,21,7,0.2005,0.7350352724393937
alpha-0.8_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,29,4,0.188,0.6353955639637041
alpha-0.8_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,24,4,0.234,0.7502339087717906
alpha-0.8_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,21,7,0.123,0.6127878108620862
alpha-0.8_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,22,7,0.317,0.7963474093025611
alpha-0.8_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,23,9,0.24,0.4520582130643496
alpha-1.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,28,5,0.084,0.686829250794817
alpha-1.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,30,7,0.292,0.5293123004115241
alpha-1.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,25,9,0.2195,0.5761405198399352
alpha-1.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,29,7,0.118,0.3116488282745487
alpha-1.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,27,2,0.109,0.7144928953411056
alpha-1.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,26,10,0.346,0.34393240853722634
alpha-1.1_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,22,6,0.1495,0.5553625299901928
alpha-1.1_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,21,5,0.0955,0.6778488882993661
alpha-1.1_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,25,2,0.1925,0.7654397382585543
alpha-1.1_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,24,5,0.18,0.5077699910498678
alpha-1.1_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,27,3,0.122,0.47006585467255046
alpha-1.1_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,23,4,0.2925,0.7318736588737116
alpha-1.2_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,21,4,0.142,0.48941744673900534
alpha-1.1_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,26,7,0.1315,0.42434957825859365
alpha-1.1_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,29,7,0.1825,0.5283797095599309
alpha-1.2_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,22,4,0.2035,0.8782572676812845
alpha-1.1_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,30,8,0.2925,0.6816297457302227
alpha-1.1_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,28,7,0.2245,0.5022308441314469
alpha-1.2_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,23,4,0.255,0.8270475423839647
alpha-1.2_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,24,6,0.127,0.5421387705930841
alpha-1.2_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,29,9,0.2365,0.6625367300530525
alpha-1.2_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,30,6,0.23,0.7459663654099946
alpha-1.5_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,21,4,0.199,0.5353001267940999
alpha-1.5_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,22,11,0.322,0.5590000205845469
alpha-1.2_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,27,5,0.186,0.4404311452273211
alpha-1.5_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,23,3,0.11,0.8464169665550472
alpha-1.2_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,25,5,0.1345,0.8385010493377302
alpha-1.5_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,24,5,0.154,0.42380420987449435
alpha-1.5_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,25,8,0.2105,0.6712726048356705
alpha-1.5_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,30,6,0.1685,0.4369562760617457
alpha-1.5_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,26,5,0.193,0.574534874991325
alpha-1.5_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,27,7,0.1645,0.6957584527776335
alpha-1.5_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,29,7,0.323,0.5019195237323849
alpha-1.5_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,28,6,0.157,0.29302339726505605
alpha-2.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,25,6,0.2185,0.6219176150260379
alpha-2.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,21,3,0.243,0.7320687467500621
alpha-2.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,23,4,0.255,0.5721651391106368
alpha-1.2_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,28,11,0.2285,0.2784995175877357
alpha-2.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,22,5,0.1315,0.8268113316816488
alpha-2.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,26,3,0.1075,0.7829315890162061
alpha-1.2_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,26,5,0.2645,0.733184761864009
alpha-2.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,24,3,0.0905,0.5384154945395018
alpha-2.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,27,7,0.2695,0.6589527751649772
alpha-2.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,28,0,0.0065,1.272122023331931
alpha-2.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,29,13,0.3285,0.3320057968652039
alpha-2.0_dlayers-0_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,30,3,0.1195,0.5572422601833831
alpha-0.8_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,26,5,0.1275,0.369307659313571
alpha-0.8_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,22,14,0.4035,0.20200468394489424
alpha-0.8_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,21,10,0.2375,0.4264529401645168
alpha-0.8_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,28,15,0.3365,0.20227021613983942
alpha-0.8_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,24,16,0.402,0.29974637416111577
alpha-0.8_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,27,10,0.257,0.33235859267009993
alpha-0.9_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,22,13,0.2715,0.29581740484727104
alpha-0.9_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,21,9,0.2405,0.4502828083137736
alpha-0.8_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,29,9,0.323,0.5180910631289359
alpha-0.9_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,23,11,0.288,0.323814863104217
alpha-0.8_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,30,6,0.1115,0.2930090809461845
alpha-0.9_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,24,12,0.3135,0.24413932372068978
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,21,9,0.268,0.44113202211843106
alpha-0.9_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,27,11,0.285,0.5538129758470626
alpha-0.9_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,25,9,0.179,0.4171739384211878
alpha-0.9_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,30,6,0.1785,0.5836409325440638
alpha-0.9_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,28,10,0.223,0.2886731427615644
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,22,13,0.377,0.3522743065019942
alpha-0.8_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,25,12,0.25,0.19028121478504592
alpha-0.8_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,23,10,0.3215,0.6916909468513827
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,23,22,0.5065,0.09970493136396855
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,24,21,0.511,0.15579857249982576
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,25,5,0.1675,0.5878301348624604
alpha-0.9_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,29,11,0.337,0.33774937335044714
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,29,9,0.355,0.38649381020015006
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,28,13,0.35,0.2705376118653445
alpha-0.9_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,26,8,0.2335,0.5239247090973029
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,27,10,0.282,0.3977425690860442
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,26,10,0.3755,0.4093865977915965
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,30,6,0.151,0.5814905132681876
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,25,8,0.262,0.5314320699618883
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,23,7,0.189,0.2648386776782547
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,22,6,0.218,0.35635900249332425
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,24,3,0.193,0.49900954662588826
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,21,12,0.343,0.3482823332400026
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,26,10,0.1475,0.39363861874587874
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,29,11,0.246,0.309441965604237
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,21,10,0.2805,0.3812974946927645
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,30,15,0.3405,0.16500011745456492
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,27,10,0.2785,0.31248299273258257
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,28,14,0.3475,0.1576020834253309
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,22,10,0.336,0.5029413593166233
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,26,6,0.175,0.4479379968583012
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,25,12,0.3085,0.32022346925770356
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,27,9,0.177,0.516179219035279
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,30,7,0.225,0.8603550014957393
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,22,10,0.2535,0.2541896787117979
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,29,8,0.2835,0.42995196436531147
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,23,8,0.234,0.6940412491470567
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,24,7,0.362,0.4912348815122953
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,24,7,0.1355,0.2784424681098737
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,23,7,0.156,0.599887860218943
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,27,4,0.1205,0.6836458286423276
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,26,11,0.237,0.30438238770037684
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,30,4,0.1185,0.38262027868340287
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,25,6,0.1485,0.4732589121307786
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,28,7,0.253,0.4855520758941088
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,29,6,0.313,0.6066157969290112
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,21,13,0.2745,0.23116158503951212
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,22,10,0.1765,0.3282325253004579
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,28,14,0.3565,0.2116322665891166
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,23,4,0.139,0.6085290839096686
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,24,7,0.2085,0.563783669098106
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,21,7,0.3105,0.5100284578278172
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,25,8,0.339,0.8955062947439231
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,27,6,0.082,0.5595045943676152
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,26,6,0.2245,0.8400659179791334
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,29,5,0.185,0.46812069150029406
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,28,5,0.1755,0.38626952707158235
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,30,4,0.1755,0.6738471721095018
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,21,18,0.326,0.12831097237341438
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,22,22,0.539,0.06230761992473797
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,24,12,0.329,0.4970252320883639
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,26,11,0.273,0.3491533738586916
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,27,20,0.4845,0.01561552307735242
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,29,24,0.4905,0.05764411095501387
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,28,23,0.5815,0.00995771536968727
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,21,12,0.3245,0.4711038122659698
