Setting,Seed,FID Score,0.0-1,0.0-3,0.0-5,0.0-10,0.1-1,0.1-3,0.1-5,0.1-10,0.2-1,0.2-3,0.2-5,0.2-10,0.3-1,0.3-3,0.3-5,0.3-10,0.4-1,0.4-3,0.4-5,0.4-10,0.5-1,0.5-3,0.5-5,0.5-10,0.6-1,0.6-3,0.6-5,0.6-10,0.7-1,0.7-3,0.7-5,0.7-10,0.8-1,0.8-3,0.8-5,0.8-10,0.9-1,0.9-3,0.9-5,0.9-10,Epochs,FIDs
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.8-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,7,146.75336786016715,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[702.0415065847503, 352.35934515771805, 227.5052451225447, 227.33018132331426, 184.61336120231067, 178.10688462953794, 135.96353514162092, 141.325062735463, 149.9692622273833, 151.02114886671484, 138.83632017014656, 127.45633384054827, 135.3277813402724, 148.9787980931619, 144.90946603484826, 138.88386161172093, 141.9186769089847, 136.30721776600876, 147.3838234644238, 146.75336786016715]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.8-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,7,147.8862774888578,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[668.0698520872133, 275.17042149787517, 240.45360362066776, 182.38140184733606, 161.59126853893144, 166.8092951622225, 145.237360368973, 161.37992810847936, 168.0052251910406, 141.63051462360522, 148.94516281416668, 149.13258967797378, 143.44285836004633, 157.91237871180874, 155.77541694347474, 163.6398206182546, 157.42510946107996, 157.59184596917476, 157.85765864133327, 147.8862774888578]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.8-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,7,163.44416661208015,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[496.090842532906, 265.433176707294, 231.48695400257702, 187.00348915930294, 157.9927234576271, 161.8143458463769, 167.3663213764894, 141.34104863685616, 149.22247221917837, 156.87771239175572, 146.24435357231505, 152.77614928444018, 153.11351917336833, 152.92643429345617, 149.84427921548786, 161.64566028230865, 161.42025438345559, 156.30565518410572, 155.98766087143895, 163.44416661208015]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.9-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,4,164.63001687618498,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[458.4978472390271, 266.2209054637092, 233.72146081261576, 165.1017233966095, 156.3690395375395, 152.82294457662965, 150.60552740449202, 151.65048027650369, 148.80742990442627, 150.42112134527247, 165.67747798307346, 157.99546554869653, 166.0473933748915, 160.1339762228547, 153.24420565618902, 154.70300355815857, 152.38382986320562, 153.73495317798506, 163.3806273120199, 164.63001687618498]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.9-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,4,156.94349955339794,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[617.9982857977216, 288.42852458845164, 215.35707637846804, 179.73613681118695, 165.52494734657512, 133.32533851541075, 146.08197360925033, 140.12039049610712, 151.28370328966867, 152.80821389424455, 147.23629881837087, 153.46856620736867, 150.45570494063463, 154.40370895186516, 155.53374385958273, 160.2823872146305, 160.7494863960478, 155.2155925502384, 154.9358043299153, 156.94349955339794]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1.5-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,7,159.78038280899113,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[462.2167152435702, 284.3660773372194, 244.02756649119192, 165.6017025045942, 166.85148097153342, 140.38366038758363, 156.8281658715489, 156.0876453990022, 143.47021842495883, 161.0081455374925, 162.13244384921563, 153.5506231883246, 146.25871924774538, 149.1502842267364, 150.4745956951333, 149.02872378549955, 153.1950756033932, 150.8614422910839, 159.24012217314953, 159.78038280899113]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,4,151.1463258833187,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[604.5961057952945, 275.16840470679153, 191.6044014858369, 179.8354994702163, 154.58563086958702, 146.56531542611083, 151.62202385451837, 137.19732544509793, 138.5616290621565, 150.10392110912562, 140.43744173545792, 146.81055513277784, 144.14928861847739, 148.7688851498092, 139.9745226604973, 150.2517446626257, 146.78307982406432, 156.57096886821364, 157.72012372685845, 151.1463258833187]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.8-d_alpha-1-beta1-0.5-g_width-64-d_width-64,7,153.35170617336553,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[573.8364985121248, 369.04068413732466, 299.83125577258124, 202.50284239594157, 211.51574376148983, 180.7241712403013, 171.06355718823534, 141.58777879803506, 147.98359411539468, 153.61274311373109, 169.44725207317788, 135.9755934167165, 137.3476845516816, 147.14979570494893, 147.58310746139114, 149.43108374592384, 155.27081941556276, 138.3981401400015, 153.99312326370864, 153.35170617336553]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.8-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,7,162.8676055623696,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[566.2075665598884, 304.23383581024314, 266.7441318157894, 234.32919072147024, 179.78979497205046, 166.3754825157207, 157.93781785433293, 162.80845063948072, 158.55194649465466, 157.3217737075588, 155.43179429732322, 151.77958252688063, 146.67553197851726, 161.65854898957468, 159.90355350050186, 160.6221280257014, 175.6334797103243, 161.2028160899622, 156.92695547567337, 162.8676055623696]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,4,151.4035268280527,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[603.2234182128191, 284.09445496201556, 219.5518355338054, 183.06885703157582, 161.70828673678488, 143.91811419293322, 146.3659245797503, 146.88506185679012, 144.42308840353735, 147.71835296658924, 141.83363006672676, 146.6047146820256, 146.8162440116489, 150.19608644695245, 152.11011659407632, 151.19991089081304, 145.99015668318998, 148.85236333056378, 152.5606036790482, 151.4035268280527]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,4,149.6250618594779,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[505.4462481561752, 242.71023800214243, 216.49687890045993, 193.0033915378242, 155.9351315366216, 139.2469646458312, 145.85110586012343, 138.87634813730097, 138.1521912874896, 153.58831741466565, 154.77793384385495, 154.64246086793696, 150.51794081105618, 162.34051922204162, 156.58298391811832, 157.46439534735737, 163.8809223996891, 151.4990970586391, 162.7866237918106, 149.6250618594779]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1.1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,4,152.9203837087839,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[543.0293845141873, 291.5026488436606, 279.07701204589216, 208.81294886264823, 213.60333005933603, 164.63007827105253, 159.53410636457147, 146.06131218470796, 152.2834870643594, 145.0787757454318, 143.26524033770647, 152.51156742304443, 146.89987921086595, 143.9743480777804, 138.67784469582557, 146.7441982212099, 149.01346887756426, 144.31966498599058, 152.93743127375342, 152.9203837087839]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,4,164.49409974901369,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[518.9415358549686, 274.68199127133084, 230.864501576242, 169.3778516422642, 154.46902905468664, 135.1734117457081, 158.87747470911995, 142.18589010687242, 152.08420130934906, 146.75842866016637, 164.69937106004386, 159.37897793460434, 161.54586873558242, 163.07008442852725, 154.6709304504675, 157.7022598181586, 161.55928933249652, 158.371325567412, 163.09755219552267, 164.49409974901369]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1.1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,4,145.91203280711943,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[542.6589654212007, 252.87032352404458, 199.22484029270936, 174.48323689568633, 168.08586746827154, 151.27797887705765, 140.67073339627723, 152.23162905872323, 147.30386778459797, 151.01920421656996, 151.20619532361115, 147.09708507360438, 152.7920653641729, 147.28173105723863, 152.19093969785717, 141.47293337600627, 153.6393610781156, 150.44036832968095, 148.00223547798328, 145.91203280711943]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,6,156.4067513142445,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[597.0830105501432, 291.38854385934883, 221.31926729668066, 182.35336664086844, 163.47817235537332, 170.9693067889434, 145.64799804810468, 144.9468779707281, 147.93672363975816, 143.95118253226838, 146.43614439799921, 152.54656729370208, 148.65348940986996, 165.16153150345644, 158.56779349662224, 159.4219353795702, 159.31336687596468, 152.4390062309276, 158.08182672821204, 156.4067513142445]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-1-beta1-0.5-g_width-64-d_width-64,4,161.09849192062393,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[557.3724944950688, 309.2854504943075, 229.66734888055316, 168.51021794482904, 147.64338250894593, 153.21879403186267, 135.63046002584315, 147.25460400008933, 144.485890942467, 163.80784721712917, 146.41085307245385, 161.40269350565632, 152.67350423265975, 160.66901799122797, 148.89655683350043, 154.06660712563234, 162.5624050701549, 160.797061882462, 159.98044496298917, 161.09849192062393]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,7,158.799921518671,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[538.4818598073823, 364.53032649308193, 200.17431344700117, 185.56579800251848, 192.712926323087, 131.7349714792358, 157.79824614645713, 155.3307682014447, 139.3943376458435, 156.93649351324302, 151.07026370847166, 147.12380832833242, 150.66554966635772, 169.53923643432677, 154.8270893564577, 153.4998564463731, 147.88379858952612, 158.71171756083822, 157.320526845328, 158.799921518671]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-1-beta1-0.5-g_width-64-d_width-64,8,156.2455712728472,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[527.0872438285112, 246.9925085440109, 193.32147984201833, 140.6166017516648, 147.6069542434384, 144.37983688811892, 136.72683791325926, 152.46572724168414, 145.82592048968218, 145.81250855460326, 147.92793667849992, 146.16785566237832, 154.3112001300383, 143.75764491750397, 147.4078528389823, 158.0376761600428, 153.30472498985228, 152.09910233106552, 158.76590701435907, 156.2455712728472]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-0.9-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,5,162.1726727250175,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[504.4860045381615, 339.8156349260612, 227.59459411841954, 182.2238187721473, 175.05450422791455, 150.36585046755613, 157.01639769899657, 145.07410830074878, 153.64115916253013, 156.36432278182974, 152.83473711647412, 154.373767890841, 156.1704688287773, 160.08110149224194, 156.52769221500944, 162.79843904194104, 157.62349919752864, 157.8796615887636, 162.37547147118812, 162.1726727250175]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,9,173.19088933479225,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[591.2054848287578, 331.4417586057584, 267.06967753662593, 259.60106852065064, 231.24005309184895, 187.26593353748058, 164.209768765867, 169.72823393879003, 171.0055763409266, 166.787374575782, 177.37275155076986, 173.50191116569, 173.58838322467, 162.94117075786153, 174.59145733266928, 170.5480280477891, 175.11523028004058, 172.28405085841405, 166.78332734079572, 173.19088933479225]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,10,165.1548002356908,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[546.4712380208312, 337.4689286103294, 293.8411976627531, 239.58545720449888, 182.88253356063274, 165.6854205070024, 178.0974483846669, 164.54279772903465, 163.6036544529618, 171.21953579449382, 166.1111470433309, 171.28498736873735, 165.4117077584765, 159.55200170211265, 156.7786870470427, 166.255139666358, 165.67941876046825, 161.529867963985, 161.58334486239255, 165.1548002356908]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,5,166.19343579903511,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[652.2642071283101, 395.58535449795363, 271.02714046719143, 211.41967039907922, 222.66360093971298, 189.13562083450597, 163.24874656058137, 163.67436506539502, 154.52056792202757, 157.80129934164052, 158.94450710038427, 158.5710129215836, 163.41455731518022, 163.64331095367334, 161.53032242831114, 165.37489595683746, 163.21308272540364, 159.73619405227532, 168.6645077519861, 166.19343579903511]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-1-beta1-0.5-g_width-64-d_width-64,6,159.3319880302547,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[641.4543729976299, 264.02243402738645, 222.73969286028455, 182.37588475722555, 160.58379750431664, 169.6697086633069, 143.7904799284097, 146.39594630528654, 147.02120414704132, 147.20939783312429, 146.3030891707931, 151.27525224369492, 157.04173733136622, 160.87066317176277, 155.2947875512973, 153.9942499576373, 155.98220255423053, 155.39754695741703, 162.07198690280484, 159.3319880302547]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,7,162.17775271739947,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[432.50743432330637, 321.6297076110841, 193.96699135017934, 172.95099065779254, 166.1629971632142, 144.11595446275032, 141.5437929453958, 146.3141874353721, 131.51340528177957, 155.87389958919675, 144.40217387220787, 147.4509024189622, 143.2780040444411, 152.126625680713, 162.7400928280831, 145.6615795501575, 146.97741138038737, 153.59729832048288, 155.32589143738983, 162.17775271739947]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0001-g_alpha-1.5-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,6,156.11650695209028,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[551.0880386006543, 440.5322760873637, 321.4508736429409, 301.88310145979085, 181.45641391377694, 179.4566793732804, 148.2079026494339, 163.25245405944065, 167.71612718499682, 156.57408600152644, 157.1556122344275, 157.43060016018194, 166.3374320588373, 159.39546844984443, 170.46396333626672, 163.06692352443702, 155.39428514836163, 160.42833767382626, 159.24140816131876, 156.11650695209028]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,8,154.7073061837334,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[468.73002156946313, 275.76598836703033, 217.07080749456736, 169.5782913411897, 139.9429526738909, 153.78837068019402, 148.21950081291243, 148.03873923228048, 147.51743654942857, 146.8981928574135, 148.08982098807792, 148.73851348651556, 148.17860762467444, 152.56821663443452, 149.58751584613765, 151.9165406143661, 153.55772589667504, 155.23913216708524, 163.98432237452016, 154.7073061837334]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,8,172.5116445165272,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[540.6543263673088, 224.11057574637834, 210.86856540624558, 154.81193691467388, 162.30217004527572, 149.103328721538, 136.21840078108949, 152.88513899717964, 156.9990294282402, 147.87089228429068, 160.89427724551797, 153.35003999043465, 153.94316676077847, 162.67308000290973, 159.6280792091536, 159.66559285445464, 164.88523315414454, 159.4662943176413, 168.0908171453491, 172.5116445165272]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.001-g_alpha-1.1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,8,149.3500858834468,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[618.5035976102381, 326.4092225261495, 244.00188895712608, 182.75428936773324, 151.65658848902967, 150.14338255082498, 146.46236815759312, 148.4295816474696, 158.38670866803272, 141.97838184320904, 149.52071252921814, 146.97799547388013, 152.9078890416847, 138.41050744818972, 150.53632307543626, 148.15474037006584, 150.83404978419708, 141.81945307491333, 149.081158142724, 149.3500858834468]"
